country,year,crop,yield_hg_ha
Canada,2002,cauliflowers_and_broccoli,57992.0
Canada,2003,cauliflowers_and_broccoli,56975.0
Canada,2004,cauliflowers_and_broccoli,55116.0
Canada,2005,cauliflowers_and_broccoli,52296.0
Canada,2006,cauliflowers_and_broccoli,51412.0
Canada,2007,cauliflowers_and_broccoli,43630.0
Canada,2008,cauliflowers_and_broccoli,60668.0
Canada,2009,cauliflowers_and_broccoli,54125.0
Canada,2010,cauliflowers_and_broccoli,123758.0
Canada,2011,cauliflowers_and_broccoli,113986.0
Canada,2012,cauliflowers_and_broccoli,117204.0
Canada,2013,cauliflowers_and_broccoli,128629.0
Canada,2014,cauliflowers_and_broccoli,124178.0
Canada,2015,cauliflowers_and_broccoli,131063.0
Canada,2016,cauliflowers_and_broccoli,131091.0
Canada,2017,cauliflowers_and_broccoli,128254.0
Canada,2018,cauliflowers_and_broccoli,124041.0
Canada,2019,cauliflowers_and_broccoli,126042.0
Canada,1961,cherries,50985.0
Canada,1962,cherries,50851.0
Canada,1963,cherries,50756.0
Canada,1964,cherries,50712.0
Canada,1965,cherries,50611.0
Canada,1966,cherries,50908.0
Canada,1967,cherries,50907.0
Canada,1968,cherries,50662.0
Canada,1969,cherries,50685.0
Canada,1970,cherries,51365.0
Canada,1971,cherries,50854.0
Canada,1972,cherries,50727.0
Canada,1973,cherries,50898.0
Canada,1974,cherries,50760.0
Canada,1975,cherries,50709.0
Canada,1976,cherries,50709.0
Canada,1977,cherries,50800.0
Canada,1978,cherries,50650.0
Canada,1979,cherries,50787.0
Canada,1980,cherries,50661.0
Canada,1981,cherries,45460.0
Canada,1982,cherries,45400.0
Canada,1983,cherries,45486.0
Canada,1984,cherries,45267.0
Canada,1985,cherries,45737.0
Canada,1986,cherries,45148.0
Canada,1987,cherries,45416.0
Canada,1988,cherries,45515.0
Canada,1989,cherries,59809.0
Canada,1990,cherries,37751.0
Canada,1991,cherries,41545.0
Canada,1992,cherries,24937.0
Canada,1993,cherries,27472.0
Canada,1994,cherries,53147.0
Canada,1995,cherries,47143.0
Canada,1996,cherries,37556.0
Canada,1997,cherries,41833.0
Canada,1998,cherries,62703.0
Canada,1999,cherries,46646.0
Canada,2000,cherries,45828.0
Canada,2001,cherries,63577.0
Canada,2002,cherries,50521.0
Canada,2003,cherries,74811.0
Canada,2004,cherries,74170.0
Canada,2005,cherries,63471.0
Canada,2006,cherries,54652.0
Canada,2007,cherries,72883.0
Canada,2008,cherries,52474.0
Canada,2009,cherries,102705.0
Canada,2010,cherries,73289.0
Canada,2011,cherries,60583.0
Canada,2012,cherries,87548.0
Canada,2013,cherries,64422.0
Canada,2014,cherries,80341.0
Canada,2015,cherries,90571.0
Canada,2016,cherries,90029.0
Canada,2017,cherries,141858.0
Canada,2018,cherries,128532.0
Canada,2019,cherries,103901.0
Canada,1961,"cherries,_sour",57628.0
Canada,1962,"cherries,_sour",57298.0
Canada,1963,"cherries,_sour",57684.0
Canada,1964,"cherries,_sour",57555.0
Canada,1965,"cherries,_sour",57543.0
Canada,1966,"cherries,_sour",57577.0
Canada,1967,"cherries,_sour",57328.0
Canada,1968,"cherries,_sour",57504.0
Canada,1969,"cherries,_sour",57443.0
Canada,1970,"cherries,_sour",57591.0
Canada,1971,"cherries,_sour",57519.0
Canada,1972,"cherries,_sour",57441.0
Canada,1973,"cherries,_sour",57250.0
Canada,1974,"cherries,_sour",57677.0
Canada,1975,"cherries,_sour",112544.0
Canada,1976,"cherries,_sour",79541.0
Canada,1977,"cherries,_sour",108338.0
Canada,1978,"cherries,_sour",81754.0
Canada,1979,"cherries,_sour",105778.0
Canada,1980,"cherries,_sour",118952.0
Canada,1981,"cherries,_sour",47769.0
Canada,1982,"cherries,_sour",91372.0
Canada,1983,"cherries,_sour",83936.0
Canada,1984,"cherries,_sour",94000.0
Canada,1985,"cherries,_sour",89622.0
Canada,1986,"cherries,_sour",51494.0
Canada,1987,"cherries,_sour",78875.0
Canada,1988,"cherries,_sour",67862.0
Canada,1989,"cherries,_sour",74600.0
Canada,1990,"cherries,_sour",53315.0
Canada,1991,"cherries,_sour",61676.0
Canada,1992,"cherries,_sour",91038.0
Canada,1993,"cherries,_sour",71189.0
Canada,1994,"cherries,_sour",79325.0
Canada,1995,"cherries,_sour",85144.0
Canada,1996,"cherries,_sour",58011.0
Canada,1997,"cherries,_sour",66495.0
Canada,1998,"cherries,_sour",56031.0
Canada,1999,"cherries,_sour",92946.0
Canada,2000,"cherries,_sour",71795.0
Canada,2001,"cherries,_sour",49370.0
Canada,2002,"cherries,_sour",52362.0
Canada,2003,"cherries,_sour",61122.0
Canada,2004,"cherries,_sour",48772.0
Canada,2005,"cherries,_sour",94054.0
Canada,2006,"cherries,_sour",41924.0
Canada,2007,"cherries,_sour",84622.0
Canada,2008,"cherries,_sour",69104.0
Canada,2009,"cherries,_sour",66831.0
Canada,2010,"cherries,_sour",56818.0
Canada,2011,"cherries,_sour",25770.0
Canada,2012,"cherries,_sour",16130.0
Canada,2013,"cherries,_sour",64284.0
Canada,2014,"cherries,_sour",46830.0
Canada,2015,"cherries,_sour",43583.0
Canada,2016,"cherries,_sour",73963.0
Canada,2017,"cherries,_sour",61103.0
Canada,2018,"cherries,_sour",43913.0
Canada,2019,"cherries,_sour",58935.0
Canada,1992,chick_peas,14286.0
Canada,1993,chick_peas,14286.0
Canada,1994,chick_peas,13544.0
Canada,1995,chick_peas,12987.0
Canada,1996,chick_peas,12903.0
Canada,1997,chick_peas,13942.0
Canada,1998,chick_peas,13255.0
Canada,1999,chick_peas,14236.0
Canada,2000,chick_peas,13683.0
Canada,2001,chick_peas,9735.0
Canada,2002,chick_peas,10205.0
Canada,2003,chick_peas,10781.0
Canada,2004,chick_peas,13299.0
Canada,2005,chick_peas,14272.0
Canada,2006,chick_peas,12800.0
Canada,2007,chick_peas,12920.0
Canada,2008,chick_peas,15802.0
Canada,2009,chick_peas,18734.0
Canada,2010,chick_peas,16684.0
Canada,2011,chick_peas,18330.0
Canada,2012,chick_peas,20150.0
Canada,2013,chick_peas,23528.0
Canada,2014,chick_peas,18636.0
Canada,2015,chick_peas,17957.0
Canada,2016,chick_peas,18614.0
Canada,2017,chick_peas,14776.0
Canada,2018,chick_peas,17688.0
Canada,2019,chick_peas,16142.0
Canada,1961,"chillies_and_peppers,_green",112225.0
Canada,1962,"chillies_and_peppers,_green",115400.0
Canada,1963,"chillies_and_peppers,_green",121280.0
Canada,1964,"chillies_and_peppers,_green",107200.0
Canada,1965,"chillies_and_peppers,_green",95167.0
Canada,1966,"chillies_and_peppers,_green",89633.0
Canada,1967,"chillies_and_peppers,_green",105400.0
Canada,1968,"chillies_and_peppers,_green",105100.0
Canada,1969,"chillies_and_peppers,_green",99875.0
Canada,1970,"chillies_and_peppers,_green",94000.0
Canada,1971,"chillies_and_peppers,_green",92457.0
Canada,1972,"chillies_and_peppers,_green",106857.0
Canada,1973,"chillies_and_peppers,_green",96480.0
Canada,1974,"chillies_and_peppers,_green",84000.0
Canada,1975,"chillies_and_peppers,_green",86167.0
Canada,1976,"chillies_and_peppers,_green",92000.0
Canada,1977,"chillies_and_peppers,_green",90643.0
Canada,1978,"chillies_and_peppers,_green",91857.0
Canada,1979,"chillies_and_peppers,_green",103750.0
Canada,1980,"chillies_and_peppers,_green",93846.0
Canada,1981,"chillies_and_peppers,_green",71488.0
Canada,1982,"chillies_and_peppers,_green",104910.0
Canada,1983,"chillies_and_peppers,_green",101329.0
Canada,1984,"chillies_and_peppers,_green",75408.0
Canada,1985,"chillies_and_peppers,_green",104561.0
Canada,1986,"chillies_and_peppers,_green",100250.0
Canada,1987,"chillies_and_peppers,_green",114426.0
Canada,1988,"chillies_and_peppers,_green",108874.0
Canada,1989,"chillies_and_peppers,_green",98554.0
Canada,1990,"chillies_and_peppers,_green",110462.0
Canada,1991,"chillies_and_peppers,_green",125758.0
Canada,1992,"chillies_and_peppers,_green",97839.0
Canada,1993,"chillies_and_peppers,_green",157609.0
Canada,1994,"chillies_and_peppers,_green",177163.0
Canada,1995,"chillies_and_peppers,_green",160632.0
Canada,1996,"chillies_and_peppers,_green",157611.0
Canada,1997,"chillies_and_peppers,_green",193816.0
Canada,1998,"chillies_and_peppers,_green",231014.0
Canada,1999,"chillies_and_peppers,_green",244711.0
Canada,2000,"chillies_and_peppers,_green",231707.0
Canada,2001,"chillies_and_peppers,_green",198166.0
Canada,2002,"chillies_and_peppers,_green",196903.0
Canada,2003,"chillies_and_peppers,_green",182854.0
Canada,2004,"chillies_and_peppers,_green",208960.0
Canada,2005,"chillies_and_peppers,_green",213629.0
Canada,2006,"chillies_and_peppers,_green",251066.0
Canada,2007,"chillies_and_peppers,_green",198679.0
Canada,2008,"chillies_and_peppers,_green",239015.0
Canada,2009,"chillies_and_peppers,_green",244433.0
Canada,2010,"chillies_and_peppers,_green",249946.0
Canada,2011,"chillies_and_peppers,_green",221437.0
Canada,2012,"chillies_and_peppers,_green",232704.0
Canada,2013,"chillies_and_peppers,_green",234068.0
Canada,2014,"chillies_and_peppers,_green",252181.0
Canada,2015,"chillies_and_peppers,_green",241904.0
Canada,2016,"chillies_and_peppers,_green",250745.0
Canada,2017,"chillies_and_peppers,_green",280923.0
Canada,2018,"chillies_and_peppers,_green",267566.0
Canada,2019,"chillies_and_peppers,_green",285371.0
Canada,1961,cranberries,65200.0
Canada,1962,cranberries,53333.0
Canada,1963,cranberries,60625.0
Canada,1964,cranberries,59000.0
Canada,1965,cranberries,70300.0
Canada,1966,cranberries,81500.0
Canada,1967,cranberries,110500.0
Canada,1968,cranberries,138190.0
Canada,1969,cranberries,123810.0
Canada,1970,cranberries,111917.0
Canada,1971,cranberries,95920.0
Canada,1972,cranberries,114806.0
Canada,1973,cranberries,132225.0
Canada,1974,cranberries,112368.0
Canada,1975,cranberries,143525.0
Canada,1976,cranberries,124962.0
Canada,1977,cranberries,125127.0
Canada,1978,cranberries,111891.0
Canada,1979,cranberries,114308.0
Canada,1980,cranberries,118755.0
Canada,1981,cranberries,115188.0
Canada,1982,cranberries,132037.0
Canada,1983,cranberries,111211.0
Canada,1984,cranberries,113407.0
Canada,1985,cranberries,120368.0
Canada,1986,cranberries,121257.0
Canada,1987,cranberries,118260.0
Canada,1988,cranberries,141456.0
Canada,1989,cranberries,114303.0
Canada,1990,cranberries,164403.0
Canada,1991,cranberries,152657.0
Canada,1992,cranberries,167002.0
Canada,1993,cranberries,127160.0
Canada,1994,cranberries,201110.0
Canada,1995,cranberries,178155.0
Canada,1996,cranberries,159307.0
Canada,1997,cranberries,149383.0
Canada,1998,cranberries,166218.0
Canada,1999,cranberries,181870.0
Canada,2000,cranberries,159884.0
Canada,2001,cranberries,145256.0
Canada,2002,cranberries,196947.0
Canada,2003,cranberries,208603.0
Canada,2004,cranberries,197076.0
Canada,2005,cranberries,219756.0
Canada,2006,cranberries,202611.0
Canada,2007,cranberries,179234.0
Canada,2008,cranberries,164267.0
Canada,2009,cranberries,190633.0
Canada,2010,cranberries,161260.0
Canada,2011,cranberries,171550.0
Canada,2012,cranberries,222240.0
Canada,2013,cranberries,207088.0
Canada,2014,cranberries,253930.0
Canada,2015,cranberries,211812.0
Canada,2016,cranberries,261406.0
Canada,2017,cranberries,198815.0
Canada,2018,cranberries,274757.0
Canada,2019,cranberries,269733.0
Canada,1961,cucumbers_and_gherkins,115389.0
Canada,1962,cucumbers_and_gherkins,95349.0
Canada,1963,cucumbers_and_gherkins,103309.0
Canada,1964,cucumbers_and_gherkins,99658.0
Canada,1965,cucumbers_and_gherkins,77497.0
Canada,1966,cucumbers_and_gherkins,120169.0
Canada,1967,cucumbers_and_gherkins,128580.0
Canada,1968,cucumbers_and_gherkins,153257.0
Canada,1969,cucumbers_and_gherkins,164907.0
Canada,1970,cucumbers_and_gherkins,169030.0
Canada,1971,cucumbers_and_gherkins,175244.0
Canada,1972,cucumbers_and_gherkins,153510.0
Canada,1973,cucumbers_and_gherkins,186939.0
Canada,1974,cucumbers_and_gherkins,175751.0
Canada,1975,cucumbers_and_gherkins,188913.0
Canada,1976,cucumbers_and_gherkins,184629.0
Canada,1977,cucumbers_and_gherkins,178671.0
Canada,1978,cucumbers_and_gherkins,213740.0
Canada,1979,cucumbers_and_gherkins,241403.0
Canada,1980,cucumbers_and_gherkins,200431.0
Canada,1981,cucumbers_and_gherkins,201970.0
Canada,1982,cucumbers_and_gherkins,205559.0
Canada,1983,cucumbers_and_gherkins,237729.0
Canada,1984,cucumbers_and_gherkins,246764.0
Canada,1985,cucumbers_and_gherkins,240412.0
Canada,1986,cucumbers_and_gherkins,245891.0
Canada,1987,cucumbers_and_gherkins,216557.0
Canada,1988,cucumbers_and_gherkins,239695.0
Canada,1989,cucumbers_and_gherkins,281332.0
Canada,1990,cucumbers_and_gherkins,397415.0
Canada,1991,cucumbers_and_gherkins,175378.0
Canada,1992,cucumbers_and_gherkins,172748.0
Canada,1993,cucumbers_and_gherkins,188920.0
Canada,1994,cucumbers_and_gherkins,199172.0
Canada,1995,cucumbers_and_gherkins,205932.0
Canada,1996,cucumbers_and_gherkins,198809.0
Canada,1997,cucumbers_and_gherkins,193178.0
Canada,1998,cucumbers_and_gherkins,207696.0
Canada,1999,cucumbers_and_gherkins,208245.0
Canada,2000,cucumbers_and_gherkins,174168.0
Canada,2001,cucumbers_and_gherkins,143125.0
Canada,2002,cucumbers_and_gherkins,173226.0
Canada,2003,cucumbers_and_gherkins,196852.0
Canada,2004,cucumbers_and_gherkins,187402.0
Canada,2005,cucumbers_and_gherkins,173090.0
Canada,2006,cucumbers_and_gherkins,151862.0
Canada,2007,cucumbers_and_gherkins,205861.0
Canada,2008,cucumbers_and_gherkins,207419.0
Canada,2009,cucumbers_and_gherkins,249045.0
Canada,2010,cucumbers_and_gherkins,228299.0
Canada,2011,cucumbers_and_gherkins,234422.0
Canada,2012,cucumbers_and_gherkins,217110.0
Canada,2013,cucumbers_and_gherkins,235464.0
Canada,2014,cucumbers_and_gherkins,270576.0
Canada,2015,cucumbers_and_gherkins,206900.0
Canada,2016,cucumbers_and_gherkins,232142.0
Canada,2017,cucumbers_and_gherkins,262575.0
Canada,2018,cucumbers_and_gherkins,243394.0
Canada,2019,cucumbers_and_gherkins,245115.0
Canada,1964,fibre_crops_nes,12308.0
Canada,1966,fibre_crops_nes,12075.0
Canada,1968,fibre_crops_nes,12222.0
Canada,1970,fibre_crops_nes,12179.0
Canada,1971,fibre_crops_nes,12093.0
Canada,1972,fibre_crops_nes,12045.0
Canada,1973,fibre_crops_nes,12049.0
Canada,1974,fibre_crops_nes,12020.0
Canada,1975,fibre_crops_nes,12036.0
Canada,1976,fibre_crops_nes,12021.0
Canada,1977,fibre_crops_nes,12045.0
Canada,1978,fibre_crops_nes,12031.0
Canada,1979,fibre_crops_nes,12045.0
Canada,1980,fibre_crops_nes,12031.0
Canada,1981,fibre_crops_nes,12006.0
Canada,1982,fibre_crops_nes,12090.0
Canada,1983,fibre_crops_nes,12018.0
Canada,1984,fibre_crops_nes,12027.0
Canada,1985,fibre_crops_nes,12021.0
Canada,1986,fibre_crops_nes,12062.0
Canada,1987,fibre_crops_nes,12053.0
Canada,1988,fibre_crops_nes,12018.0
Canada,1989,fibre_crops_nes,12114.0
Canada,1990,fibre_crops_nes,12115.0
Canada,1991,fibre_crops_nes,12097.0
Canada,1992,fibre_crops_nes,12016.0
Canada,1993,fibre_crops_nes,12036.0
Canada,1994,fibre_crops_nes,12277.0
Canada,1995,fibre_crops_nes,12011.0
Canada,1996,fibre_crops_nes,12033.0
Canada,1997,fibre_crops_nes,11992.0
Canada,1998,fibre_crops_nes,12008.0
Canada,1999,fibre_crops_nes,12062.0
Canada,2000,fibre_crops_nes,12043.0
Canada,2001,fibre_crops_nes,12010.0
Canada,2002,fibre_crops_nes,12007.0
Canada,2003,fibre_crops_nes,12014.0
Canada,2004,fibre_crops_nes,12030.0
Canada,2005,fibre_crops_nes,12017.0
Canada,2006,fibre_crops_nes,12013.0
Canada,2007,fibre_crops_nes,12025.0
Canada,2008,fibre_crops_nes,11957.0
Canada,2009,fibre_crops_nes,11875.0
Canada,2010,fibre_crops_nes,11875.0
Canada,2011,fibre_crops_nes,11875.0
Canada,2012,fibre_crops_nes,12000.0
Canada,2013,fibre_crops_nes,12292.0
Canada,2014,fibre_crops_nes,12115.0
Canada,2015,fibre_crops_nes,11975.0
Canada,2016,fibre_crops_nes,11968.0
Canada,2017,fibre_crops_nes,11960.0
Canada,2018,fibre_crops_nes,11954.0
Canada,2019,fibre_crops_nes,11946.0
Canada,1992,garlic,659.0
Canada,1993,garlic,9278.0
Canada,1994,garlic,20392.0
Canada,1995,garlic,19184.0
Canada,1996,garlic,47627.0
Canada,1997,garlic,51560.0
Canada,1998,garlic,57781.0
Canada,2002,garlic,25990.0
Canada,2003,garlic,25236.0
Canada,2004,garlic,30000.0
Canada,2005,garlic,21324.0
Canada,2006,garlic,18780.0
Canada,2007,garlic,33721.0
Canada,2008,garlic,32067.0
Canada,2009,garlic,23491.0
Canada,2010,garlic,22692.0
Canada,2011,garlic,24148.0
Canada,2012,garlic,26095.0
Canada,2013,garlic,24417.0
Canada,2014,garlic,65989.0
Canada,2015,garlic,23455.0
Canada,2016,garlic,21013.0
Canada,2017,garlic,24731.0
Canada,2018,garlic,24071.0
Canada,2019,garlic,23240.0
Canada,1961,"grain,_mixed",19752.0
Canada,1962,"grain,_mixed",23926.0
Canada,1963,"grain,_mixed",24332.0
Canada,1964,"grain,_mixed",23376.0
Canada,1965,"grain,_mixed",24859.0
Canada,1966,"grain,_mixed",23253.0
Canada,1967,"grain,_mixed",23119.0
Canada,1968,"grain,_mixed",26172.0
Canada,1969,"grain,_mixed",25273.0
Canada,1970,"grain,_mixed",25565.0
Canada,1971,"grain,_mixed",26285.0
Canada,1972,"grain,_mixed",25474.0
Canada,1973,"grain,_mixed",24448.0
Canada,1974,"grain,_mixed",22493.0
Canada,1975,"grain,_mixed",24703.0
Canada,1976,"grain,_mixed",24171.0
Canada,1977,"grain,_mixed",25576.0
Canada,1978,"grain,_mixed",27064.0
Canada,1979,"grain,_mixed",26332.0
Canada,1980,"grain,_mixed",26528.0
Canada,1981,"grain,_mixed",26783.0
Canada,1982,"grain,_mixed",27937.0
Canada,1983,"grain,_mixed",22729.0
Canada,1984,"grain,_mixed",26810.0
Canada,1985,"grain,_mixed",28804.0
Canada,1986,"grain,_mixed",28305.0
Canada,1987,"grain,_mixed",27801.0
Canada,1988,"grain,_mixed",16897.0
Canada,1989,"grain,_mixed",27558.0
Canada,1990,"grain,_mixed",28502.0
Canada,1991,"grain,_mixed",25157.0
Canada,1992,"grain,_mixed",30342.0
Canada,1993,"grain,_mixed",27893.0
Canada,1994,"grain,_mixed",26927.0
Canada,1995,"grain,_mixed",27647.0
Canada,1996,"grain,_mixed",27448.0
Canada,1997,"grain,_mixed",27668.0
Canada,1998,"grain,_mixed",27650.0
Canada,1999,"grain,_mixed",29254.0
Canada,2000,"grain,_mixed",29911.0
Canada,2001,"grain,_mixed",28046.0
Canada,2002,"grain,_mixed",27231.0
Canada,2003,"grain,_mixed",28390.0
Canada,2004,"grain,_mixed",28830.0
Canada,2005,"grain,_mixed",27828.0
Canada,2006,"grain,_mixed",26736.0
Canada,2007,"grain,_mixed",27326.0
Canada,2008,"grain,_mixed",27925.0
Canada,2009,"grain,_mixed",27532.0
Canada,2010,"grain,_mixed",29163.0
Canada,2011,"grain,_mixed",30406.0
Canada,2012,"grain,_mixed",28606.0
Canada,2013,"grain,_mixed",27589.0
Canada,2014,"grain,_mixed",30533.0
Canada,2015,"grain,_mixed",29961.0
Canada,2016,"grain,_mixed",28255.0
Canada,2017,"grain,_mixed",27732.0
Canada,2018,"grain,_mixed",29421.0
Canada,2019,"grain,_mixed",28358.0
Canada,1961,grapes,41866.0
Canada,1962,grapes,41927.0
Canada,1963,grapes,41898.0
Canada,1964,grapes,41890.0
Canada,1965,grapes,41874.0
Canada,1966,grapes,41885.0
Canada,1967,grapes,41894.0
Canada,1968,grapes,41909.0
Canada,1969,grapes,41891.0
Canada,1970,grapes,41907.0
Canada,1971,grapes,70775.0
Canada,1972,grapes,70797.0
Canada,1973,grapes,70781.0
Canada,1974,grapes,70802.0
Canada,1975,grapes,70825.0
Canada,1976,grapes,70774.0
Canada,1977,grapes,70868.0
Canada,1978,grapes,70832.0
Canada,1979,grapes,70834.0
Canada,1980,grapes,70817.0
Canada,1981,grapes,70312.0
Canada,1982,grapes,70589.0
Canada,1983,grapes,70424.0
Canada,1984,grapes,70410.0
Canada,1985,grapes,70438.0
Canada,1986,grapes,70417.0
Canada,1987,grapes,82289.0
Canada,1988,grapes,85630.0
Canada,1989,grapes,70143.0
Canada,1990,grapes,86830.0
Canada,1991,grapes,98054.0
Canada,1992,grapes,88089.0
Canada,1993,grapes,66819.0
Canada,1994,grapes,75357.0
Canada,1995,grapes,79859.0
Canada,1996,grapes,82983.0
Canada,1997,grapes,78675.0
Canada,1998,grapes,79915.0
Canada,1999,grapes,84677.0
Canada,2000,grapes,73568.0
Canada,2001,grapes,74483.0
Canada,2002,grapes,78503.0
Canada,2003,grapes,62255.0
Canada,2004,grapes,82579.0
Canada,2005,grapes,51312.0
Canada,2006,grapes,77074.0
Canada,2007,grapes,77498.0
Canada,2008,grapes,81295.0
Canada,2009,grapes,61082.0
Canada,2010,grapes,72232.0
Canada,2011,grapes,84830.0
Canada,2012,grapes,83918.0
Canada,2013,grapes,91365.0
Canada,2014,grapes,71831.0
Canada,2015,grapes,72687.0
Canada,2016,grapes,91208.0
Canada,2017,grapes,113145.0
Canada,2018,grapes,104294.0
Canada,2019,grapes,97171.0
Canada,1961,hops,14377.0
Canada,1962,hops,17647.0
Canada,1963,hops,16499.0
Canada,1964,hops,16297.0
Canada,1965,hops,16275.0
Canada,1966,hops,19471.0
Canada,1967,hops,18189.0
Canada,1968,hops,17552.0
Canada,1969,hops,18465.0
Canada,1970,hops,20324.0
Canada,1971,hops,18020.0
Canada,1972,hops,15056.0
Canada,1973,hops,17143.0
Canada,1974,hops,11050.0
Canada,1975,hops,16667.0
Canada,1976,hops,16667.0
Canada,1977,hops,16667.0
Canada,1978,hops,17143.0
Canada,1979,hops,17143.0
Canada,1980,hops,17143.0
Canada,1988,kiwi_fruit,86923.0
Canada,1989,kiwi_fruit,160714.0
Canada,1990,kiwi_fruit,273333.0
Canada,1991,kiwi_fruit,133333.0
Canada,1992,kiwi_fruit,366667.0
Canada,1993,kiwi_fruit,275000.0
Canada,1994,kiwi_fruit,306000.0
Canada,1995,kiwi_fruit,212500.0
Canada,1996,kiwi_fruit,113125.0
Canada,1997,kiwi_fruit,90000.0
Canada,1998,kiwi_fruit,277778.0
Canada,1999,kiwi_fruit,262500.0
Canada,2000,kiwi_fruit,287500.0
Canada,2001,kiwi_fruit,185714.0
Canada,2002,kiwi_fruit,79375.0
Canada,2003,kiwi_fruit,59375.0
Canada,2004,kiwi_fruit,116429.0
Canada,2005,kiwi_fruit,122500.0
Canada,2006,kiwi_fruit,77000.0
Canada,2007,kiwi_fruit,68333.0
Canada,2008,kiwi_fruit,125000.0
Canada,2009,kiwi_fruit,100000.0
Canada,2010,kiwi_fruit,85000.0
Canada,2011,kiwi_fruit,80000.0
Canada,2012,kiwi_fruit,77500.0
Canada,2013,kiwi_fruit,74000.0
Canada,2014,kiwi_fruit,64000.0
Canada,2015,kiwi_fruit,52500.0
Canada,2016,kiwi_fruit,60000.0
Canada,2017,kiwi_fruit,50000.0
Canada,2018,kiwi_fruit,45000.0
Canada,2019,kiwi_fruit,45000.0
Canada,1993,"leeks,_other_alliaceous_vegetables",69042.0
Canada,1994,"leeks,_other_alliaceous_vegetables",73947.0
Canada,1995,"leeks,_other_alliaceous_vegetables",78756.0
Canada,1996,"leeks,_other_alliaceous_vegetables",83673.0
Canada,1997,"leeks,_other_alliaceous_vegetables",89377.0
Canada,1998,"leeks,_other_alliaceous_vegetables",91503.0
Canada,1999,"leeks,_other_alliaceous_vegetables",88889.0
Canada,2000,"leeks,_other_alliaceous_vegetables",104643.0
Canada,2001,"leeks,_other_alliaceous_vegetables",111930.0
Canada,2002,"leeks,_other_alliaceous_vegetables",105355.0
Canada,2003,"leeks,_other_alliaceous_vegetables",113032.0
Canada,2004,"leeks,_other_alliaceous_vegetables",112500.0
Canada,2005,"leeks,_other_alliaceous_vegetables",124280.0
Canada,2006,"leeks,_other_alliaceous_vegetables",144106.0
Canada,2007,"leeks,_other_alliaceous_vegetables",134387.0
Canada,2008,"leeks,_other_alliaceous_vegetables",143045.0
Canada,2009,"leeks,_other_alliaceous_vegetables",189972.0
Canada,2010,"leeks,_other_alliaceous_vegetables",147731.0
Canada,2011,"leeks,_other_alliaceous_vegetables",160692.0
Canada,2012,"leeks,_other_alliaceous_vegetables",140253.0
Canada,2013,"leeks,_other_alliaceous_vegetables",160978.0
Canada,2014,"leeks,_other_alliaceous_vegetables",166741.0
Canada,2015,"leeks,_other_alliaceous_vegetables",170277.0
Canada,2016,"leeks,_other_alliaceous_vegetables",182078.0
Canada,2017,"leeks,_other_alliaceous_vegetables",177240.0
Canada,2018,"leeks,_other_alliaceous_vegetables",193892.0
Canada,2019,"leeks,_other_alliaceous_vegetables",196116.0
Canada,1973,lentils,7143.0
Canada,1974,lentils,7500.0
Canada,1975,lentils,7500.0
Canada,1976,lentils,7632.0
Canada,1977,lentils,7920.0
Canada,1978,lentils,8162.0
Canada,1979,lentils,8034.0
Canada,1980,lentils,5698.0
Canada,1981,lentils,10922.0
Canada,1982,lentils,12740.0
Canada,1983,lentils,12034.0
Canada,1984,lentils,6126.0
Canada,1985,lentils,8516.0
Canada,1986,lentils,13035.0
Canada,1987,lentils,13154.0
Canada,1988,lentils,4325.0
Canada,1989,lentils,9331.0
Canada,1990,lentils,15958.0
Canada,1991,lentils,14393.0
Canada,1992,lentils,13066.0
Canada,1993,lentils,10638.0
Canada,1994,lentils,11656.0
Canada,1995,lentils,13211.0
Canada,1996,lentils,13262.0
Canada,1997,lentils,11514.0
Canada,1998,lentils,12919.0
Canada,1999,lentils,14575.0
Canada,2000,lentils,13288.0
Canada,2001,lentils,8527.0
Canada,2002,lentils,9201.0
Canada,2003,lentils,9708.0
Canada,2004,lentils,12825.0
Canada,2005,lentils,14832.0
Canada,2006,lentils,12494.0
Canada,2007,lentils,12726.0
Canada,2008,lentils,14899.0
Canada,2009,lentils,15854.0
Canada,2010,lentils,14958.0
Canada,2011,lentils,15661.0
Canada,2012,lentils,15350.0
Canada,2013,lentils,20736.0
Canada,2014,lentils,16323.0
Canada,2015,lentils,15586.0
Canada,2016,lentils,14380.0
Canada,2017,lentils,14424.0
Canada,2018,lentils,13953.0
Canada,2019,lentils,14557.0
Canada,1961,lettuce_and_chicory,125841.0
Canada,1962,lettuce_and_chicory,149280.0
Canada,1963,lettuce_and_chicory,126553.0
Canada,1964,lettuce_and_chicory,128207.0
Canada,1965,lettuce_and_chicory,125438.0
Canada,1966,lettuce_and_chicory,118547.0
Canada,1967,lettuce_and_chicory,130483.0
Canada,1968,lettuce_and_chicory,138921.0
Canada,1969,lettuce_and_chicory,117073.0
Canada,1970,lettuce_and_chicory,134829.0
Canada,1971,lettuce_and_chicory,157973.0
Canada,1972,lettuce_and_chicory,115745.0
Canada,1973,lettuce_and_chicory,156154.0
Canada,1974,lettuce_and_chicory,161880.0
Canada,1975,lettuce_and_chicory,168055.0
Canada,1976,lettuce_and_chicory,174269.0
Canada,1977,lettuce_and_chicory,206131.0
Canada,1978,lettuce_and_chicory,226573.0
Canada,1979,lettuce_and_chicory,225141.0
Canada,1980,lettuce_and_chicory,213208.0
Canada,1981,lettuce_and_chicory,187980.0
Canada,1982,lettuce_and_chicory,196468.0
